Protein A,Protein B,GO similarity under BP term,GO similarity under MF term,GO similarity under CC term,Combined Score
YLR216C,YPL240C,0.153,0.146,1.0,999.0
YLR219W,YLR427W,0.267,1.0,0.314,209.0
YLR220W,YOR085W,0.125,0.046,0.163,
YLR221C,YMR187C,0.323,1.0,0.22,164.0
YLR221C,YPR115W,0.133,1.0,0.673,163.0
YLR222C,YLR259C,0.293,0.264,0.346,
YLR222C,YMR105C,0.212,0.083,0.543,
YLR222C,YMR319C,0.098,0.052,0.126,
YLR222C,YNL055C,0.078,0.043,0.232,
YLR222C,YNL138W,0.055,0.219,0.23,
YLR222C,YNL239W,0.047,0.083,0.346,161.0
YLR222C,YNR041C,0.119,0.097,0.126,170.0
YLR222C,YPL265W,0.057,0.058,0.182,161.0
YLR223C,YLR362W,0.076,0.11,0.506,373.0
YLR223C,YOR247W,0.093,0.323,0.276,163.0
YLR224W,YOL133W,0.058,1.0,0.47,507.0
YLR224W,YOR057W,0.049,0.173,0.857,161.0
YLR225C,YNL141W,0.082,0.323,1.0,161.0
YLR226W,YMR125W,0.118,0.111,0.418,809.0
YLR226W,YPR161C,0.269,0.07,1.0,999.0
YLR227C,YML133C,0.167,0.169,0.511,163.0
YLR227C,YOR089C,0.093,0.169,0.32,170.0
YLR229C,YLR259C,0.063,0.101,0.471,213.0
YLR229C,YMR303C,0.095,0.154,0.426,
YLR229C,YNL271C,0.138,0.05,0.602,999.0
YLR229C,YNL298W,0.135,0.121,0.374,999.0
YLR229C,YOL069W,0.213,0.129,0.348,174.0
YLR229C,YOL113W,0.135,0.079,0.352,993.0
YLR229C,YOR127W,0.18,0.058,0.721,999.0
YLR229C,YOR151C,0.049,0.076,0.471,212.0
YLR229C,YPL161C,0.103,0.084,0.426,925.0
YLR229C,YPL242C,0.213,0.082,0.32,991.0
YLR233C,YLR318W,1.0,0.587,0.662,999.0
YLR233C,YML038C,0.044,0.062,0.499,231.0
YLR233C,YNL064C,0.044,0.196,0.506,296.0
YLR233C,YNL132W,0.073,0.235,0.611,
YLR233C,YNL229C,0.133,0.087,0.506,244.0
YLR233C,YOR201C,0.347,0.133,0.74,186.0
YLR233C,YOR319W,0.379,0.589,1.0,318.0
YLR233C,YPL012W,0.298,0.589,0.506,193.0
YLR234W,YMR190C,0.581,0.11,0.417,999.0
YLR238W,YML085C,0.232,0.234,0.565,
YLR238W,YML123C,0.046,0.243,0.125,
YLR238W,YMR029C,1.0,1.0,0.565,984.0
YLR238W,YMR319C,0.2,0.2,0.092,
YLR238W,YPR110C,0.039,0.282,0.399,429.0
YLR239C,YLR288C,0.125,0.096,0.74,704.0
YLR239C,YNL030W,0.178,0.096,0.354,
YLR239C,YPL073C,0.0,0.0,0.0,161.0
YLR240W,YPL120W,0.07,0.383,0.391,999.0
YLR241W,YLR372W,0.09,0.081,1.0,
YLR241W,YMR243C,0.086,0.345,0.084,151.0
YLR241W,YNR060W,0.89,0.046,1.0,
YLR241W,YOR307C,0.427,0.232,1.0,154.0
YLR245C,YLR291C,0.267,0.196,0.672,399.0
YLR245C,YML064C,0.101,0.103,0.373,396.0
YLR245C,YNL189W,0.024,0.13,0.506,
YLR245C,YPL070W,0.03,0.196,1.0,375.0
YLR246W,YOL110W,1.0,0.105,0.171,973.0
YLR247C,YMR066W,0.106,0.323,1.0,
YLR247C,YNL030W,0.265,0.25,0.354,335.0
YLR247C,YOR028C,0.393,0.25,0.599,195.0
YLR248W,YMR319C,0.116,0.043,0.157,
YLR248W,YPL078C,0.065,0.059,0.599,439.0
YLR249W,YOR264W,0.123,0.1,0.396,161.0
YLR249W,YPL082C,0.338,0.033,0.506,590.0
YLR249W,YPR180W,0.116,0.055,0.506,616.0
YLR251W,YLR453C,0.177,0.235,0.511,
YLR252W,YLR288C,0.0,0.0,0.0,
YLR254C,YLR288C,0.256,0.188,0.506,
YLR254C,YLR314C,0.625,0.086,0.373,306.0
YLR254C,YNL103W,0.069,0.188,0.0,397.0
YLR254C,YOR269W,0.066,0.411,0.506,999.0
YLR258W,YLR273C,0.136,0.234,0.604,964.0
YLR258W,YOR026W,0.041,0.234,0.235,247.0
YLR258W,YOR178C,0.124,0.276,0.604,988.0
YLR258W,YPL031C,0.22,0.192,0.506,920.0
YLR258W,YPL204W,0.07,0.374,0.398,165.0
YLR258W,YPL219W,0.139,0.234,0.511,598.0
YLR259C,YLR291C,0.498,0.276,0.543,180.0
YLR259C,YLR320W,0.31,0.383,0.74,473.0
YLR259C,YLR352W,0.553,0.383,0.309,
YLR259C,YLR383W,0.439,0.112,0.381,316.0
YLR259C,YLR403W,0.167,0.344,0.74,
YLR259C,YML016C,0.063,0.112,0.74,201.0
YLR259C,YML057W,0.309,0.214,0.372,259.0
YLR259C,YML064C,0.183,0.289,0.367,
YLR259C,YML112W,0.552,0.383,0.402,
YLR259C,YMR001C,0.087,0.113,0.4,
YLR259C,YMR022W,0.13,0.173,0.481,
YLR259C,YMR036C,0.094,0.101,0.599,
YLR259C,YMR049C,0.316,0.481,0.49,
YLR259C,YMR055C,0.183,0.139,0.4,
YLR259C,YMR106C,0.145,0.214,0.535,
YLR259C,YMR138W,0.038,0.383,0.451,
YLR259C,YMR205C,0.259,0.096,1.0,221.0
YLR259C,YNL006W,0.095,0.119,0.603,234.0
YLR259C,YNL061W,0.316,0.083,0.346,207.0
YLR259C,YNL094W,0.117,0.112,0.466,
YLR259C,YNL106C,0.241,0.093,0.444,
YLR259C,YNL128W,0.298,0.093,0.599,
YLR259C,YNL135C,0.917,0.146,1.0,180.0
YLR259C,YNL230C,0.392,0.173,0.74,
YLR259C,YNL244C,0.405,0.661,0.543,209.0
YLR259C,YNL317W,0.389,0.298,0.74,171.0
YLR259C,YNR047W,0.552,0.113,0.599,
YLR259C,YOL062C,0.04,0.815,0.423,
YLR259C,YOL094C,0.376,0.298,0.74,256.0
YLR259C,YOL108C,0.164,0.113,0.74,
YLR259C,YOL113W,0.094,0.289,0.74,
YLR259C,YOL126C,0.511,0.113,0.606,349.0
YLR259C,YOL128C,0.552,0.214,0.173,163.0
YLR259C,YOR005C,0.183,0.126,0.535,
YLR259C,YOR020C,1.0,0.661,1.0,999.0
YLR259C,YOR125C,0.181,0.328,0.136,268.0
YLR259C,YOR174W,0.307,0.13,0.74,
YLR259C,YOR181W,0.061,0.557,0.224,
YLR259C,YOR212W,0.063,0.214,0.308,274.0
YLR259C,YOR233W,0.044,0.103,0.25,
YLR259C,YOR269W,0.077,0.661,0.511,
YLR259C,YOR351C,0.552,0.103,0.74,
YLR259C,YOR386W,0.339,0.126,0.74,
YLR259C,YPL026C,0.164,0.289,0.74,259.0
YLR259C,YPL135W,0.064,0.328,0.708,312.0
YLR259C,YPL149W,0.087,0.214,0.574,
YLR259C,YPL151C,0.327,0.383,0.545,
YLR259C,YPL164C,0.277,0.124,0.427,
YLR259C,YPL203W,0.298,0.289,0.74,330.0
YLR259C,YPL204W,0.065,0.103,0.396,
YLR259C,YPL262W,0.341,0.214,0.708,487.0
YLR259C,YPR015C,0.182,0.328,0.173,
YLR259C,YPR054W,0.056,0.289,1.0,
YLR259C,YPR111W,0.552,0.173,0.599,
YLR259C,YPR178W,0.411,0.383,0.74,254.0
YLR261C,YNL025C,0.051,0.283,0.218,163.0
YLR262C,YLR304C,0.082,0.041,0.356,
YLR262C,YMR235C,0.302,0.05,0.425,182.0
YLR262C,YNL263C,0.598,0.1,0.301,478.0
YLR262C,YOL055C,0.048,0.047,0.356,
YLR264W,YOL149W,0.358,0.133,0.593,847.0
YLR265C,YNL044W,0.075,0.235,0.512,161.0
YLR266C,YNL113W,0.683,0.064,1.0,227.0
YLR267W,YOL133W,0.166,0.383,0.314,223.0
YLR268W,YNL237W,0.114,0.383,1.0,233.0
YLR268W,YNL287W,0.376,0.276,0.105,973.0
YLR268W,YOR037W,0.606,0.214,0.099,
YLR268W,YOR075W,0.316,1.0,0.092,999.0
YLR268W,YOR311C,0.132,0.173,0.346,
YLR268W,YPL010W,0.293,0.383,0.149,813.0
YLR268W,YPL218W,0.477,0.124,0.159,882.0
YLR271W,YMR106C,0.256,0.186,0.398,328.0
YLR273C,YLR447C,0.072,0.039,0.404,
YLR273C,YNL025C,0.199,0.105,0.342,433.0
YLR274W,YOR080W,0.264,0.049,0.065,901.0
YLR274W,YPR019W,0.48,1.0,0.109,999.0
YLR275W,YLR298C,0.602,0.785,0.602,999.0
YLR275W,YMR125W,0.87,1.0,0.418,998.0
YLR275W,YMR213W,0.839,0.163,0.109,999.0
YLR275W,YNL147W,0.611,1.0,0.611,999.0
YLR275W,YOR159C,1.0,1.0,0.598,999.0
YLR275W,YPL178W,0.847,0.878,0.639,999.0
YLR275W,YPR182W,0.847,0.282,0.598,999.0
YLR276C,YMR308C,0.055,0.128,1.0,816.0
YLR276C,YPL043W,1.0,0.513,1.0,990.0
YLR277C,YLR437C,0.125,0.323,0.34,161.0
YLR277C,YMR061W,1.0,0.111,0.455,998.0
YLR277C,YNL317W,1.0,0.111,0.576,999.0
YLR277C,YOR250C,0.909,0.111,0.944,989.0
YLR277C,YPR107C,1.0,0.111,1.0,999.0
YLR281C,YLR438C-A,0.263,0.713,0.74,277.0
YLR284C,YML064C,0.204,0.096,0.331,384.0
YLR284C,YNL189W,0.048,0.126,0.686,
YLR284C,YOR180C,1.0,1.0,0.658,999.0
YLR284C,YPL070W,0.026,0.205,0.571,167.0
YLR287C,YLR340W,0.115,0.235,0.733,642.0
YLR287C,YNL092W,0.119,0.283,0.314,
YLR288C,YLR290C,0.084,0.282,0.74,
YLR288C,YMR159C,0.123,0.111,0.166,594.0
YLR288C,YMR295C,0.256,0.282,0.243,
YLR288C,YNL013C,0.0,0.0,0.0,
YLR288C,YNL064C,0.123,0.25,0.506,
YLR288C,YNL110C,0.1,0.513,0.365,
YLR288C,YNL131W,0.08,0.068,0.166,
YLR288C,YNL158W,0.055,0.163,0.166,
YLR288C,YNL190W,0.346,0.282,0.241,
YLR288C,YNL301C,0.116,0.163,0.463,
YLR288C,YOL012C,0.164,0.367,1.0,226.0
YLR288C,YOL046C,0.0,0.0,0.0,
YLR288C,YOL055C,0.115,0.111,0.413,
YLR288C,YOL093W,0.103,0.111,1.0,
YLR288C,YOL131W,0.256,0.282,0.218,
YLR288C,YOL139C,0.084,0.589,1.0,
YLR288C,YOR087W,0.105,0.048,0.117,
YLR288C,YOR104W,0.256,0.282,0.166,
YLR288C,YOR368W,0.092,0.878,0.496,999.0
YLR288C,YPL194W,0.096,1.0,0.496,999.0
YLR288C,YPL258C,0.073,0.163,0.218,
YLR288C,YPR018W,0.074,0.298,1.0,
YLR289W,YOL133W,0.041,0.481,0.599,
YLR289W,YPL022W,0.231,0.186,0.74,273.0
YLR289W,YPL170W,0.318,0.163,0.136,163.0
YLR291C,YLR386W,0.186,0.236,0.356,
YLR291C,YLR423C,0.685,0.412,0.167,
YLR291C,YML085C,0.167,0.169,0.672,
YLR291C,YML124C,0.087,0.643,0.279,190.0
YLR291C,YMR052W,0.379,0.643,0.403,219.0
YLR291C,YMR058W,0.158,0.144,0.313,
YLR291C,YMR108W,0.285,0.234,0.543,
YLR291C,YMR186W,0.52,0.276,0.543,
YLR291C,YMR246W,0.083,0.34,0.672,191.0
YLR291C,YNL064C,0.186,0.234,0.672,
YLR291C,YNL265C,0.079,0.643,0.517,693.0
YLR291C,YOL130W,0.134,0.172,0.313,262.0
YLR291C,YOR260W,0.0,0.444,0.711,999.0
YLR291C,YOR284W,0.387,0.643,0.672,365.0
YLR291C,YOR380W,0.276,0.276,0.367,
YLR291C,YPL070W,0.111,0.444,0.672,994.0
YLR291C,YPL124W,0.16,0.34,0.367,309.0
YLR291C,YPL237W,0.332,0.172,0.704,999.0
YLR291C,YPL240C,0.118,0.276,0.672,
YLR292C,YML008C,0.214,0.146,0.64,192.0
YLR292C,YML123C,1.0,0.267,0.205,
YLR292C,YNL003C,1.0,0.224,0.54,155.0
YLR292C,YOR254C,0.239,1.0,0.445,999.0
YLR292C,YPL094C,0.598,1.0,0.205,999.0
YLR292C,YPR048W,0.118,0.098,0.54,
YLR293C,YLR335W,0.021,0.066,0.599,999.0
YLR293C,YLR347C,1.0,0.074,0.289,999.0
YLR293C,YMR235C,0.542,0.05,1.0,999.0
YLR293C,YMR308C,0.524,0.055,0.506,998.0
YLR293C,YNL071W,0.041,0.03,0.451,
YLR293C,YNL189W,0.471,0.055,0.506,996.0
YLR293C,YOL021C,0.022,0.047,0.347,756.0
YLR293C,YOR160W,0.253,0.074,1.0,938.0
YLR293C,YOR185C,0.524,1.0,0.506,992.0
YLR294C,YMR047C,0.0,0.0,0.0,
YLR294C,YOR190W,0.0,0.0,0.0,163.0
YLR294C,YOR348C,0.0,0.0,0.0,372.0
YLR294C,YPR086W,0.0,0.0,0.0,
YLR295C,YLR455W,0.024,0.058,0.385,
YLR295C,YLR460C,0.284,0.128,0.094,
YLR295C,YML007W,0.102,0.033,0.343,
YLR295C,YML034W,0.122,0.092,0.318,
YLR295C,YML058W,0.102,0.058,0.385,
YLR295C,YML079W,0.274,0.092,0.343,
YLR295C,YML121W,0.737,0.288,0.456,258.0
YLR295C,YMR003W,0.274,0.092,0.736,
YLR295C,YMR039C,0.024,0.038,0.385,
YLR295C,YMR090W,0.274,0.092,0.343,
YLR295C,YMR138W,0.064,0.092,0.258,
YLR295C,YMR141C,0.0,0.0,0.0,
YLR295C,YMR144W,0.274,0.092,0.385,
YLR295C,YMR152W,0.284,0.128,0.53,
YLR295C,YMR153W,0.319,0.131,0.517,
YLR295C,YMR177W,0.115,0.092,0.53,
YLR295C,YMR181C,0.274,0.092,0.094,
YLR295C,YMR238W,0.094,0.091,0.186,
YLR295C,YNL009W,0.087,0.034,0.343,155.0
YLR295C,YNL066W,0.149,0.122,0.152,
YLR295C,YNL194C,0.104,0.092,0.186,
YLR295C,YNL205C,0.0,0.0,0.0,
YLR295C,YNL263C,0.673,0.092,0.516,
YLR295C,YNL324W,0.0,0.0,0.0,
YLR295C,YNL328C,0.42,0.183,0.763,
YLR295C,YOL008W,0.187,0.04,0.53,
YLR295C,YOL050C,0.0,0.0,0.0,
YLR295C,YOR145C,0.077,0.048,0.385,
YLR295C,YOR184W,0.079,0.073,0.343,
YLR295C,YOR324C,0.072,0.092,0.16,
YLR295C,YPL124W,0.127,0.058,0.289,
YLR295C,YPR086W,0.074,0.033,0.115,
YLR295C,YPR118W,0.058,0.073,0.385,
YLR295C,YPR163C,0.059,0.029,0.379,193.0
YLR295C,YPR182W,0.049,0.092,0.377,
YLR297W,YPR156C,0.169,0.2,0.273,529.0
YLR298C,YML046W,1.0,1.0,0.685,999.0
YLR298C,YMR125W,0.501,0.785,0.378,996.0
YLR299W,YOL137W,0.123,0.283,0.119,201.0
YLR300W,YMR049C,0.258,0.181,0.099,
YLR300W,YOL126C,0.741,0.211,0.191,256.0
YLR301W,YLR453C,0.084,0.235,0.322,
YLR301W,YNL178W,0.026,0.318,0.402,277.0
YLR303W,YNL189W,0.043,0.173,0.506,341.0
YLR304C,YML064C,0.263,0.096,0.306,202.0
YLR304C,YMR049C,0.142,0.158,0.278,
YLR304C,YMR059W,0.097,0.116,0.191,
YLR304C,YNL135C,0.159,0.235,0.606,
YLR304C,YNL189W,0.04,0.126,0.413,
YLR304C,YNL192W,0.171,0.355,0.13,231.0
YLR304C,YOL006C,0.125,0.235,0.413,
YLR304C,YOL094C,0.104,0.096,0.413,
YLR304C,YOR005C,0.263,0.2,0.332,
YLR304C,YOR089C,0.127,0.154,0.378,
YLR304C,YPL204W,0.203,0.16,0.332,
YLR304C,YPR110C,0.228,0.096,0.244,
YLR305C,YMR212C,0.07,0.226,1.0,985.0
YLR305C,YOR047C,0.833,0.072,0.74,234.0
YLR305C,YOR355W,0.208,0.226,1.0,232.0
YLR306W,YPL003W,1.0,0.128,1.0,996.0
YLR310C,YMR139W,0.071,0.066,0.425,371.0
YLR310C,YMR156C,0.129,0.262,0.305,201.0
YLR310C,YMR189W,0.067,0.158,0.306,188.0
YLR310C,YMR275C,0.039,0.158,0.425,300.0
YLR310C,YNL025C,0.24,0.158,0.305,279.0
YLR310C,YNL098C,0.124,0.066,0.529,999.0
YLR310C,YNL116W,0.295,0.262,0.425,241.0
YLR310C,YNL229C,0.202,0.166,0.425,298.0
YLR310C,YNL231C,0.082,0.158,0.328,229.0
YLR310C,YNL307C,0.259,0.262,0.308,368.0
YLR310C,YNR037C,0.052,0.163,0.25,229.0
YLR310C,YNR064C,0.046,0.158,0.308,228.0
YLR310C,YOR013W,0.0,0.0,0.0,229.0
YLR310C,YOR101W,0.165,0.129,0.529,996.0
YLR310C,YOR156C,0.043,0.133,0.425,274.0
YLR310C,YPL038W,0.079,0.143,0.425,257.0
YLR310C,YPL049C,0.153,0.163,0.305,298.0
YLR310C,YPL082C,0.063,0.129,0.305,315.0
YLR310C,YPL100W,0.03,0.118,0.275,229.0
YLR310C,YPL203W,0.071,0.154,0.305,848.0
YLR310C,YPL204W,0.164,0.128,0.246,484.0
YLR310C,YPL240C,0.113,0.214,0.425,514.0
YLR310C,YPR023C,0.1,0.111,0.159,239.0
YLR310C,YPR108W,0.041,0.34,0.305,238.0
YLR310C,YPR171W,0.046,0.186,0.419,188.0
YLR310C,YPR175W,0.048,0.141,0.305,188.0
YLR312C,YMR047C,0.383,0.477,0.218,392.0
YLR312C,YOL088C,0.185,0.283,0.16,308.0
YLR313C,YLR362W,0.107,0.247,0.43,450.0
YLR313C,YOR231W,0.077,0.077,0.422,398.0
YLR313C,YPL140C,0.374,0.247,0.43,409.0
YLR314C,YLR355C,0.226,0.066,0.24,
YLR314C,YMR055C,0.625,0.05,0.212,590.0
YLR314C,YMR186W,0.165,0.124,0.24,207.0
YLR314C,YNL166C,0.114,0.1,0.471,915.0
YLR315W,YLR453C,0.198,0.235,0.533,157.0
YLR315W,YPR105C,0.174,1.0,0.345,221.0
YLR317W,YNL140C,0.0,0.0,0.0,499.0
YLR319C,YLR362W,0.092,0.247,0.738,345.0
YLR319C,YMR186W,0.083,0.557,0.463,292.0
YLR319C,YNL271C,0.328,0.314,0.506,999.0
YLR320W,YNR001C,0.361,0.255,0.511,292.0
YLR321C,YLR345W,0.245,0.086,0.386,750.0
YLR321C,YML064C,0.291,0.065,0.394,
YLR321C,YPL022W,0.731,0.074,0.655,204.0
YLR321C,YPL070W,0.039,0.142,0.386,502.0
YLR322W,YNL025C,0.0,0.0,0.0,511.0
YLR324W,YMR153W,0.046,0.477,0.372,
YLR324W,YNL189W,0.045,0.383,0.117,
YLR324W,YPR028W,0.123,0.477,0.159,955.0
YLR325C,YOR327C,0.031,0.214,0.435,183.0
YLR326W,YNL323W,0.173,0.163,0.0,195.0
YLR326W,YPL151C,0.108,1.0,0.157,161.0
YLR327C,YMR312W,0.058,0.234,0.463,505.0
YLR327C,YPL042C,0.126,0.323,0.391,221.0
YLR328W,YLR332W,0.204,0.181,0.166,172.0
YLR328W,YLR347C,0.018,0.082,0.517,
YLR328W,YLR438W,0.412,0.465,0.506,618.0
YLR328W,YML064C,0.156,0.11,0.385,394.0
YLR328W,YNL189W,0.038,0.146,1.0,198.0
YLR328W,YPL259C,0.032,0.146,0.29,207.0
YLR329W,YPL259C,0.052,0.383,0.29,163.0
YLR332W,YLR371W,0.412,0.34,0.234,999.0
YLR332W,YOL109W,0.061,0.477,0.136,724.0
YLR334C,YOR264W,0.0,0.0,0.0,161.0
YLR335W,YLR347C,0.021,0.129,0.415,999.0
YLR335W,YMR047C,0.032,1.0,0.74,998.0
YLR335W,YNL189W,0.042,0.481,0.74,999.0
YLR335W,YOR020C,0.178,0.214,1.0,394.0
YLR335W,YOR133W,0.343,0.133,0.599,240.0
YLR337C,YML001W,0.096,0.247,0.224,615.0
YLR337C,YMR032W,0.134,0.842,0.23,915.0
YLR337C,YMR109W,0.083,0.082,0.155,998.0
YLR337C,YNL020C,1.0,0.084,1.0,751.0
YLR337C,YOR181W,0.061,1.0,1.0,999.0
YLR339C,YLR461W,0.0,0.0,0.0,161.0
YLR340W,YNL030W,0.206,0.589,0.24,
YLR340W,YNL064C,0.068,0.196,0.733,317.0
YLR340W,YPR016C,0.948,0.238,0.511,998.0
YLR342W,YML130C,0.204,0.151,0.428,552.0
YLR342W,YNL020C,0.4,0.206,0.155,165.0
YLR342W,YNL025C,0.208,0.067,0.33,170.0
YLR342W,YNL298W,0.253,0.206,0.353,371.0
YLR342W,YNL307C,0.325,0.456,0.112,427.0
YLR342W,YPL094C,0.067,0.096,0.091,592.0
YLR342W,YPR165W,0.132,0.115,0.386,999.0
YLR343W,YML019W,0.108,0.69,0.234,
YLR343W,YMR215W,0.292,0.69,0.327,415.0
YLR343W,YPL076W,0.076,0.69,0.327,
YLR345W,YML092C,0.239,0.207,0.561,
YLR345W,YNL189W,0.036,0.096,0.506,
YLR347C,YLR377C,0.083,0.044,0.242,
YLR347C,YML007W,0.064,0.145,0.289,272.0
YLR347C,YMR001C,0.204,0.062,0.368,580.0
YLR347C,YMR047C,0.524,0.129,0.517,999.0
YLR347C,YMR125W,0.031,0.171,0.386,843.0
YLR347C,YMR159C,0.524,0.082,0.193,
YLR347C,YMR273C,0.074,0.082,0.289,782.0
YLR347C,YMR308C,0.524,0.101,0.517,994.0
YLR347C,YNL044W,0.567,0.234,0.449,
YLR347C,YNL189W,0.471,0.101,0.517,999.0
YLR347C,YNL323W,0.05,0.048,0.0,
YLR347C,YNL331C,0.063,0.068,0.115,
YLR347C,YOL143C,0.03,0.129,0.461,161.0
YLR347C,YOR098C,0.068,0.129,0.193,999.0
YLR347C,YOR185C,0.524,0.074,0.517,962.0
YLR347C,YOR304W,0.066,0.129,0.517,263.0
YLR347C,YPL089C,0.028,0.145,0.517,220.0
YLR347C,YPL111W,0.041,0.082,0.144,460.0
YLR347C,YPL124W,0.037,0.129,0.313,
YLR347C,YPL153C,0.031,0.054,0.517,743.0
YLR347C,YPL178W,0.03,0.145,0.537,923.0
YLR347C,YPR018W,0.024,0.387,0.517,452.0
YLR347C,YPR025C,0.02,0.082,0.465,420.0
YLR350W,YMR296C,0.159,0.477,0.953,999.0
YLR351C,YOR327C,0.087,0.173,0.824,169.0
YLR352W,YLR447C,0.047,0.089,0.277,
YLR352W,YOL133W,0.075,0.383,0.47,234.0
YLR353W,YMR047C,0.064,0.477,0.117,
YLR354C,YNL053W,0.2,0.407,0.506,186.0
YLR354C,YNL189W,0.051,0.146,1.0,
YLR354C,YOR061W,0.061,0.322,0.511,
YLR354C,YPR110C,0.037,0.111,0.519,
YLR355C,YLR442C,0.084,0.169,0.418,
YLR355C,YNL180C,0.127,0.066,0.451,
YLR355C,YNL244C,0.21,0.214,0.543,
YLR355C,YOL062C,0.057,0.262,0.423,
YLR355C,YOR061W,0.167,0.289,0.411,
YLR355C,YOR174W,0.084,0.159,0.74,
YLR355C,YPL031C,0.113,0.154,0.74,
YLR355C,YPL149W,0.127,0.59,0.574,
YLR355C,YPL203W,0.198,0.154,0.74,
YLR355C,YPR110C,0.228,0.163,0.415,
YLR358C,YMR228W,0.065,0.323,0.173,170.0
YLR358C,YNL025C,0.085,0.283,0.218,497.0
YLR358C,YNL145W,0.087,0.283,0.308,497.0
YLR359W,YOR098C,0.05,0.158,0.643,227.0
YLR359W,YOR361C,0.136,0.096,0.214,646.0
YLR362W,YMR186W,0.131,0.289,0.599,765.0
YLR362W,YOR089C,0.098,0.079,0.38,435.0
YLR362W,YPL240C,0.037,0.289,1.0,936.0
YLR363C,YMR080C,0.137,0.235,1.0,910.0
YLR366W,YOR312C,0.0,0.0,0.0,
YLR368W,YMR035W,0.269,0.481,0.234,461.0
YLR368W,YMR048W,0.172,0.383,0.321,224.0
YLR368W,YPL022W,0.154,0.153,0.321,165.0
YLR368W,YPR078C,0.067,0.383,0.19,271.0
YLR368W,YPR093C,0.027,1.0,0.47,236.0
YLR369W,YMR049C,0.062,0.347,0.49,
YLR370C,YNR035C,0.853,1.0,0.651,999.0
YLR370C,YOR361C,0.236,0.25,0.484,591.0
YLR371W,YNL127W,0.378,0.643,0.435,727.0
YLR371W,YOL139C,0.064,0.172,0.506,611.0
YLR371W,YOR008C,0.822,0.222,0.425,999.0
YLR371W,YPR165W,0.149,0.169,0.302,999.0
YLR372W,YLR378C,0.053,0.181,0.549,215.0
YLR372W,YML048W,0.037,0.214,0.346,519.0
YLR372W,YML075C,0.447,0.407,0.081,224.0
YLR372W,YML123C,0.053,0.145,0.549,177.0
YLR372W,YMR058W,0.124,0.109,0.327,204.0
YLR372W,YMR149W,0.375,1.0,0.092,194.0
YLR372W,YMR215W,0.106,1.0,0.716,199.0
YLR372W,YNL048W,0.266,0.538,1.0,
YLR372W,YNL101W,0.053,0.084,0.099,
YLR372W,YNL238W,0.214,0.269,1.0,277.0
YLR372W,YOL132W,0.105,0.69,0.139,
YLR372W,YOL156W,0.053,0.262,0.549,
YLR372W,YPL076W,0.458,1.0,1.0,238.0
YLR372W,YPL264C,0.096,0.477,1.0,
YLR372W,YPR156C,0.078,0.12,0.327,
YLR372W,YPR194C,0.082,0.181,0.549,
YLR372W,YPR198W,0.053,0.186,0.549,
YLR373C,YMR048W,0.196,1.0,1.0,
YLR373C,YMR140W,0.073,1.0,0.506,394.0
YLR373C,YMR154C,0.424,0.283,0.511,
YLR373C,YNR041C,0.155,0.323,0.117,161.0
YLR373C,YOR028C,0.268,0.282,0.506,
YLR373C,YOR317W,0.217,0.283,0.436,
YLR373C,YOR368W,0.244,0.255,0.496,161.0
YLR373C,YPL060W,0.033,0.183,0.117,161.0
YLR373C,YPL107W,0.125,1.0,0.74,161.0
YLR373C,YPR025C,0.192,0.323,0.444,192.0
YLR373C,YPR065W,0.192,0.154,1.0,161.0
YLR377C,YML064C,0.139,0.073,0.306,
YLR377C,YML121W,0.091,0.17,0.385,163.0
YLR377C,YNL189W,0.046,0.093,0.413,
YLR377C,YPL169C,0.052,0.049,0.242,161.0
YLR378C,YMR297W,0.064,0.146,0.119,950.0
YLR378C,YPL253C,0.156,0.226,0.166,163.0
YLR383W,YLR438W,0.296,0.207,0.379,
YLR383W,YML028W,0.439,0.163,0.379,506.0
YLR383W,YML056C,0.148,0.092,0.379,357.0
YLR383W,YMR186W,0.481,0.112,0.381,349.0
YLR383W,YNL030W,0.429,0.084,0.561,
YLR383W,YNL064C,0.069,0.092,0.379,350.0
YLR383W,YNL189W,0.029,0.112,0.399,406.0
YLR383W,YOL055C,0.43,0.207,0.317,
YLR383W,YOR230W,0.029,0.092,0.379,236.0
YLR383W,YOR375C,0.148,0.207,0.399,
YLR383W,YPL028W,0.209,0.092,0.379,199.0
YLR383W,YPL061W,0.148,0.174,0.381,
YLR383W,YPL262W,0.292,0.318,0.408,153.0
YLR383W,YPR165W,0.16,0.131,0.354,195.0
YLR384C,YMR312W,0.026,0.064,0.506,999.0
YLR384C,YOR151C,0.035,0.659,0.599,500.0
YLR384C,YPL086C,0.035,0.055,1.0,999.0
YLR384C,YPL101W,0.038,1.0,0.621,999.0
YLR384C,YPR187W,0.035,0.659,0.295,375.0
YLR385C,YLR424W,0.09,0.282,0.506,362.0
YLR385C,YNL107W,0.065,1.0,1.0,998.0
YLR385C,YOL012C,1.0,0.477,1.0,812.0
YLR385C,YPL235W,0.662,0.122,0.466,996.0
YLR386W,YML092C,0.059,0.318,0.257,
YLR386W,YNL041C,0.467,0.318,0.214,
YLR386W,YNR016C,0.02,0.13,0.618,436.0
YLR386W,YPL151C,0.055,0.318,0.451,161.0
YLR386W,YPL256C,0.156,0.13,0.388,526.0
YLR387C,YOL056W,0.323,0.105,1.0,163.0
YLR390W-A,YOL132W,0.352,0.181,0.139,203.0
YLR390W-A,YPL149W,0.106,0.262,0.208,165.0
